sentiment_text,rate
major wall_street journal opinion piece today talking russian_witch hunt disgrace many people hurt bad country total sham,-1
america open business,0
thank,1
happy_birthday supreme_court justice clarence thomas friend great man,1
’ sad nancy_pelosi sidekick cryin_’ chuck_schumer want protect illegal_immigrants far citizens country united_states cannot stand wants safety_security borders,-1
tonight president united_states sits discuss thoughts international rel,1
heading nevada talk trade immigration supporters country ’ economy stronger_ever numbers getting better week tremendous potential trade_deals coming along well,1
thoughts_prayers representative katie arrington south_carolina including involved last_nights car accident families,-1
everyone much likes vote nancy_pelosi keith strong_borders tough_crime — loves cutting_taxes,1
pence heading pittsburgh pennsylvania strongly endorsed one finest men around congressman keith running_against telling,1
drudge report obama kept cages wrapped foil much_better job time maintaining much stronger border mainstream fake media hates story,-1
disability applications plunge economy strengthens failing_new york_times,-1
national association manufacturers announced % manufacturers positive outlook companies best number association ’ history,1
russian_witch hunt rigged,-1
poll_numbers plummet democrat inspired paid russian_witch hunt bias lying hate investigators people want investigators investigated much come total_scam excuse dems losing election,-1
congressman ron_desantis top student yale harvard law school running governor great_state,1
’ shameful dems media exploited photo little girl push agenda not separated,-1
happening president trump delivers_remarks immigration angel families,0
gathered today hear directly american victims illegal_immigration american citize,-1
first duty highest loyalty citizens united_states not rest border,1
requested family members private meeting visit oval_office took_place public remark,0
’ agenda pro business agenda president history game_changer american economi,0
steel coming_back fast steel adding great capacity also others,1
maintain strong_borders no_longer country proud – show,1
elect republicans november pass finest fairest comprehensive immigration bills anyw,1
good_luck ric grenell new ambassador germany great talented guy represent country well,1
based tariffs trade_barriers long placed great companies workers european_union tariffs barriers not soon broken removed placing % tariff cars coming build,1
